,sub_specie,endangered,claw_length_cm,size_cm,tail_length_cm,weight_kg
4405,Hoffman's two-toed sloth,least_concern,3.579,62.799,1.831,4.872
4406,Hoffman's two-toed sloth,least_concern,6.18,62.788,3.212,5.427
4407,Hoffman's two-toed sloth,least_concern,6.971,64.178,2.77,5.121
4408,Hoffman's two-toed sloth,least_concern,5.969,65.257,2.927,5.622
4409,Hoffman's two-toed sloth,least_concern,5.97,61.723,4.511,3.703
4410,Hoffman's two-toed sloth,least_concern,6.401,63.365,1.876,5.224
4411,Hoffman's two-toed sloth,least_concern,3.926,63.074,1.761,6.767
4412,Hoffman's two-toed sloth,least_concern,6.22,64.146,1.455,6.153
4413,Hoffman's two-toed sloth,least_concern,4.781,62.816,1.131,3.941
4414,Hoffman's two-toed sloth,least_concern,5.143,65.227,0.805,5.783
4415,Hoffman's two-toed sloth,least_concern,6.724,62.771,2.843,5.555
4416,Hoffman's two-toed sloth,least_concern,6.939,64,1.4,5.62
4417,Hoffman's two-toed sloth,least_concern,4.782,64.751,0.929,4.173
4418,Hoffman's two-toed sloth,least_concern,6.229,64.241,2.516,5.667
4419,Hoffman's two-toed sloth,least_concern,6.287,61.906,0.678,5.032
4420,Hoffman's two-toed sloth,least_concern,6.788,63.68,2.894,5.227
4421,Hoffman's two-toed sloth,least_concern,6.241,61.853,1.777,6.227
4422,Hoffman's two-toed sloth,least_concern,4.982,63.629,3.437,5.977
4423,Hoffman's two-toed sloth,least_concern,6.035,63.325,3.449,5.707
4424,Hoffman's two-toed sloth,least_concern,5.933,63.84,2.642,5.58
4425,Hoffman's two-toed sloth,least_concern,5.415,61.368,0.193,5.856
4426,Hoffman's two-toed sloth,least_concern,4.905,61.396,3.116,5.71
4427,Hoffman's two-toed sloth,least_concern,6.174,64.002,4.938,6.546
4428,Hoffman's two-toed sloth,least_concern,6.513,61.716,1.994,5.453
4429,Hoffman's two-toed sloth,least_concern,5.362,63.166,1.839,5.842
4430,Hoffman's two-toed sloth,least_concern,5.252,62.934,1.393,5.001
4431,Hoffman's two-toed sloth,least_concern,5.586,63.385,2.495,5.181
4432,Hoffman's two-toed sloth,least_concern,5.614,62.037,2.134,5.786
4433,Hoffman's two-toed sloth,least_concern,6.919,62.609,2.544,4.967
4434,Hoffman's two-toed sloth,least_concern,5.323,61.779,2.899,5.817
4435,Hoffman's two-toed sloth,least_concern,5.25,63.885,1.435,4.305
4436,Hoffman's two-toed sloth,least_concern,8.068,62.716,3.412,4.361
4437,Hoffman's two-toed sloth,least_concern,6.552,63.423,2.468,4.744
4438,Hoffman's two-toed sloth,least_concern,5.693,63.933,3.991,5.908
4439,Hoffman's two-toed sloth,least_concern,6.619,63.39,3.653,5.653
4440,Hoffman's two-toed sloth,least_concern,5.583,64.822,3.317,5.183
4441,Hoffman's two-toed sloth,least_concern,4.855,64.527,2.105,4.096
4442,Hoffman's two-toed sloth,least_concern,5.264,63.149,0.874,6.087
4443,Hoffman's two-toed sloth,least_concern,6.781,63.466,2.331,5.518
4444,Hoffman's two-toed sloth,least_concern,5.268,63.097,1.459,7.051
4445,Hoffman's two-toed sloth,least_concern,5.792,62.313,1.186,7.332
4446,Hoffman's two-toed sloth,least_concern,6.868,61.222,2.109,6.284
4447,Hoffman's two-toed sloth,least_concern,5.6,63.734,1.837,6.546
4448,Hoffman's two-toed sloth,least_concern,6.158,63.63,-0.449,6.967
4449,Hoffman's two-toed sloth,least_concern,5.155,63.332,3.217,3.52
4450,Hoffman's two-toed sloth,least_concern,5.501,62.618,2.023,6.635
4451,Hoffman's two-toed sloth,least_concern,7.182,62.692,2.886,5.84
4452,Hoffman's two-toed sloth,least_concern,6.513,62.574,1.53,6.593
4453,Hoffman's two-toed sloth,least_concern,5.918,61.455,2.408,6.083
4454,Hoffman's two-toed sloth,least_concern,6.183,62.058,2.37,5.75
4455,Hoffman's two-toed sloth,least_concern,7.462,63.6,2.125,5.471
4456,Hoffman's two-toed sloth,least_concern,3.868,63.845,1.898,4.703
4457,Hoffman's two-toed sloth,least_concern,6.212,62.679,0.242,5.933
4458,Hoffman's two-toed sloth,least_concern,6.004,61.4,1.887,4.188
4459,Hoffman's two-toed sloth,least_concern,6.824,63.1,-0.052,5.697
4460,Hoffman's two-toed sloth,least_concern,5.679,63.387,1.444,6.259
4461,Hoffman's two-toed sloth,least_concern,5.04,61.128,2.285,6.685
4462,Hoffman's two-toed sloth,least_concern,5.125,60.778,2.041,5.101
4463,Hoffman's two-toed sloth,least_concern,5.164,64.661,0.634,5.634
4464,Hoffman's two-toed sloth,least_concern,6.461,61.514,1.103,4.629
4465,Hoffman's two-toed sloth,least_concern,6.546,62.071,3.723,5.627
4466,Hoffman's two-toed sloth,least_concern,5.459,61.676,1.677,4.737
4467,Hoffman's two-toed sloth,least_concern,8.229,62.553,3.451,6.087
4468,Hoffman's two-toed sloth,least_concern,6.538,62.412,1.04,4.791
4469,Hoffman's two-toed sloth,least_concern,5.719,62.537,1.913,7.149
4470,Hoffman's two-toed sloth,least_concern,6.642,63.389,2.599,5.77
4471,Hoffman's two-toed sloth,least_concern,8.032,61.576,3.669,4.193
4472,Hoffman's two-toed sloth,least_concern,5.967,61.266,0.292,3.491
4473,Hoffman's two-toed sloth,least_concern,4.653,62.178,3.537,5.747
4474,Hoffman's two-toed sloth,least_concern,5.965,63.494,1.364,3.961
4475,Hoffman's two-toed sloth,least_concern,4.733,63.101,2.833,4.408
4476,Hoffman's two-toed sloth,least_concern,3.494,62.754,3.509,6.549
4477,Hoffman's two-toed sloth,least_concern,5.254,63.293,1.975,4.468
4478,Hoffman's two-toed sloth,least_concern,6.021,62.083,2.489,5.485
4479,Hoffman's two-toed sloth,least_concern,5.279,63.186,2.004,5.917
4480,Hoffman's two-toed sloth,least_concern,5.385,63.034,1.905,5.819
4481,Hoffman's two-toed sloth,least_concern,6.585,62.6,3.755,6.584
4482,Hoffman's two-toed sloth,least_concern,4.801,62.325,1.208,6.354
4483,Hoffman's two-toed sloth,least_concern,4.647,62.245,4.031,4.569
4484,Hoffman's two-toed sloth,least_concern,5.602,64.091,1.748,5.949
4485,Hoffman's two-toed sloth,least_concern,5.786,63.529,2.495,4.905
4486,Hoffman's two-toed sloth,least_concern,5.655,64.265,2.265,5.376
4487,Hoffman's two-toed sloth,least_concern,5.122,61.934,3.55,5.393
4488,Hoffman's two-toed sloth,least_concern,6.185,62.514,3.416,6.751
4489,Hoffman's two-toed sloth,least_concern,4.708,61.199,1.602,4.727
4490,Hoffman's two-toed sloth,least_concern,5.799,64.169,2.605,4.457
4491,Hoffman's two-toed sloth,least_concern,5.291,62.474,3.076,5.313
4492,Hoffman's two-toed sloth,least_concern,5.643,62.402,1.168,4.664
4493,Hoffman's two-toed sloth,least_concern,5.561,65.406,1.348,5.299
4494,Hoffman's two-toed sloth,least_concern,5.095,62.526,1.961,7.039
4495,Hoffman's two-toed sloth,least_concern,6.076,62.219,4.149,4.014
4496,Hoffman's two-toed sloth,least_concern,4.171,62.876,1.848,5.532
4497,Hoffman's two-toed sloth,least_concern,4.965,63.709,1.976,6.285
4498,Hoffman's two-toed sloth,least_concern,7.199,64.124,3.588,6.46
4499,Hoffman's two-toed sloth,least_concern,6.857,63.49,1.541,5.3
4500,Hoffman's two-toed sloth,least_concern,3.825,61.664,2.058,4.72
4501,Hoffman's two-toed sloth,least_concern,5.899,62.425,3.411,4.547
4502,Hoffman's two-toed sloth,least_concern,6.004,61.025,2.49,6.735
4503,Hoffman's two-toed sloth,least_concern,5.742,63.835,3.434,3.772
4504,Hoffman's two-toed sloth,least_concern,4.888,61.261,2.861,5.108
4505,Hoffman's two-toed sloth,least_concern,4.731,63.273,1.035,7.486
4506,Hoffman's two-toed sloth,least_concern,5.846,63.336,2.283,3.727
4507,Hoffman's two-toed sloth,least_concern,4.727,64.919,1.894,4.568
4508,Hoffman's two-toed sloth,least_concern,7.439,64.122,2.953,5.106
4509,Hoffman's two-toed sloth,least_concern,5.427,62.94,0.198,4.378
4510,Hoffman's two-toed sloth,least_concern,6.695,63.471,1.287,5.886
4511,Hoffman's two-toed sloth,least_concern,4.606,62.842,0.935,5.88
4512,Hoffman's two-toed sloth,least_concern,5.47,63.573,2.304,5.551
4513,Hoffman's two-toed sloth,least_concern,6.569,64.021,0.327,4.859
4514,Hoffman's two-toed sloth,least_concern,5.828,61.973,2.536,6.521
4515,Hoffman's two-toed sloth,least_concern,5.601,63.229,1.24,4.575
4516,Hoffman's two-toed sloth,least_concern,6.641,61.734,2.994,6.587
4517,Hoffman's two-toed sloth,least_concern,5.521,62.741,2.19,5.786
4518,Hoffman's two-toed sloth,least_concern,3.008,62.031,0.773,5.347
4519,Hoffman's two-toed sloth,least_concern,6.734,62.789,1.868,5.82
4520,Hoffman's two-toed sloth,least_concern,7.147,63.904,2.506,6.58
4521,Hoffman's two-toed sloth,least_concern,5.344,61.687,1.061,6.107
4522,Hoffman's two-toed sloth,least_concern,5.892,62.421,3.187,5.601
4523,Hoffman's two-toed sloth,least_concern,4.807,63.048,1.592,4.783
4524,Hoffman's two-toed sloth,least_concern,5.332,61.673,2.158,5.799
4525,Hoffman's two-toed sloth,least_concern,4.909,63.782,2.377,6.65
4526,Hoffman's two-toed sloth,least_concern,5.699,64.283,2.119,5.831
4527,Hoffman's two-toed sloth,least_concern,5.289,62.284,3.14,7.174
4528,Hoffman's two-toed sloth,least_concern,6.856,63.994,1.616,6.74
4529,Hoffman's two-toed sloth,least_concern,5.553,64.649,2.934,5.314
4530,Hoffman's two-toed sloth,least_concern,6.835,62.87,3.128,4.849
4531,Hoffman's two-toed sloth,least_concern,6.23,62.07,2.207,6.224
4532,Hoffman's two-toed sloth,least_concern,5.156,61.274,1.788,4.626
4533,Hoffman's two-toed sloth,least_concern,5.844,62.719,0.965,5.269
4534,Hoffman's two-toed sloth,least_concern,5.4,63.812,1.773,5.589
4535,Hoffman's two-toed sloth,least_concern,3.862,61.695,1.352,5.062
4536,Hoffman's two-toed sloth,least_concern,5.041,61.745,2.557,4.803
4537,Hoffman's two-toed sloth,least_concern,5.905,62.238,2.4,6.283
4538,Hoffman's two-toed sloth,least_concern,5.987,63.257,2.147,6.017
4539,Hoffman's two-toed sloth,least_concern,6.348,63.212,0.583,6.168
4540,Hoffman's two-toed sloth,least_concern,5.773,61.769,3.026,3.372
4541,Hoffman's two-toed sloth,least_concern,7.076,62.093,4.197,4.929
4542,Hoffman's two-toed sloth,least_concern,5.999,62.362,2.018,5.932
4543,Hoffman's two-toed sloth,least_concern,4.76,63.409,2.964,6.042
4544,Hoffman's two-toed sloth,least_concern,5.983,64.806,2.215,5.892
4545,Hoffman's two-toed sloth,least_concern,5.359,64.254,4.909,4.683
4546,Hoffman's two-toed sloth,least_concern,6.567,64.238,1.927,5.436
4547,Hoffman's two-toed sloth,least_concern,6.669,64.413,0.571,6.688
4548,Hoffman's two-toed sloth,least_concern,3.811,63.089,3.054,4.208
4549,Hoffman's two-toed sloth,least_concern,5.408,62.258,0.866,5.943
4550,Hoffman's two-toed sloth,least_concern,4.27,63.078,2.439,6.038
4551,Hoffman's two-toed sloth,least_concern,6.637,63.574,2.137,5.782
4552,Hoffman's two-toed sloth,least_concern,7.045,63.466,0.686,5.375
4553,Hoffman's two-toed sloth,least_concern,5.649,62.76,1.586,5.455
4554,Hoffman's two-toed sloth,least_concern,7.672,63.885,0.551,5.991
4555,Hoffman's two-toed sloth,least_concern,3.834,65.842,2.877,6.853
4556,Hoffman's two-toed sloth,least_concern,6.678,64.041,1.468,5.106
4557,Hoffman's two-toed sloth,least_concern,6.458,61.618,2.834,5.061
4558,Hoffman's two-toed sloth,least_concern,6.72,63.542,0.35,4.763
4559,Hoffman's two-toed sloth,least_concern,5.887,61.609,3.713,5.707
4560,Hoffman's two-toed sloth,least_concern,5.911,62.779,2.546,4.041
4561,Hoffman's two-toed sloth,least_concern,5.903,61.591,2.704,6.08
4562,Hoffman's two-toed sloth,least_concern,8.031,62.843,1.565,5.745
4563,Hoffman's two-toed sloth,least_concern,6.141,62.729,2.908,5.808
4564,Hoffman's two-toed sloth,least_concern,3.545,62.809,2.262,5.407
4565,Hoffman's two-toed sloth,least_concern,6.488,63.066,2.735,6.192
4566,Hoffman's two-toed sloth,least_concern,5.512,60.909,2.261,4.368
4567,Hoffman's two-toed sloth,least_concern,8.429,62.955,2.441,2.687
4568,Hoffman's two-toed sloth,least_concern,4.187,62.227,2.882,5.347
4569,Hoffman's two-toed sloth,least_concern,3.7,63.065,4.016,4.974
4570,Hoffman's two-toed sloth,least_concern,6.443,62.503,1.999,5.732
4571,Hoffman's two-toed sloth,least_concern,5.74,62.577,3.056,6.325
4572,Hoffman's two-toed sloth,least_concern,4.875,63.737,1.922,5.361
4573,Hoffman's two-toed sloth,least_concern,4.278,63.131,1.95,6.115
4574,Hoffman's two-toed sloth,least_concern,3.935,62.25,2.222,4.432
4575,Hoffman's two-toed sloth,least_concern,5.65,62.842,4.797,4.844
4576,Hoffman's two-toed sloth,least_concern,7.089,63.263,2.663,6.268
4577,Hoffman's two-toed sloth,least_concern,5.399,63.586,1.48,6.95
4578,Hoffman's two-toed sloth,least_concern,5.861,63.019,2.359,4.861
4579,Hoffman's two-toed sloth,least_concern,4.764,62.417,1.69,5.161
4580,Hoffman's two-toed sloth,least_concern,5.925,63.712,3.199,6.432
4581,Hoffman's two-toed sloth,least_concern,5.358,61.661,1.181,4.872
4582,Hoffman's two-toed sloth,least_concern,4.982,64.691,2.137,6.26
4583,Hoffman's two-toed sloth,least_concern,3.952,62.146,2.041,7.218
4584,Hoffman's two-toed sloth,least_concern,4.746,61.386,1.508,3.734
4585,Hoffman's two-toed sloth,least_concern,4.962,63.704,3.354,4.081
4586,Hoffman's two-toed sloth,least_concern,7.642,61.405,3.011,5.595
4587,Hoffman's two-toed sloth,least_concern,4.768,63.889,1.909,6.618
4588,Hoffman's two-toed sloth,least_concern,4.647,62.735,0.842,5.954
4589,Hoffman's two-toed sloth,least_concern,8.606,62.887,1.171,5.437
4590,Hoffman's two-toed sloth,least_concern,6.097,62.765,2.598,6.236
4591,Hoffman's two-toed sloth,least_concern,4.087,64.114,0.378,5.404
4592,Hoffman's two-toed sloth,least_concern,5.602,64.688,2.176,4.497
4593,Hoffman's two-toed sloth,least_concern,4.712,63.463,2.392,4.952
4594,Hoffman's two-toed sloth,least_concern,5.856,61.703,2.751,6.678
4595,Hoffman's two-toed sloth,least_concern,4.541,63.103,0.967,4.576
4596,Hoffman's two-toed sloth,least_concern,6.093,63.623,1.086,5.544
4597,Hoffman's two-toed sloth,least_concern,4.768,62.873,1.301,4.482
4598,Hoffman's two-toed sloth,least_concern,6.456,64.3,1.653,5.314
4599,Hoffman's two-toed sloth,least_concern,5.726,62.943,3.442,5.103
4600,Hoffman's two-toed sloth,least_concern,3.817,61.515,1.866,5.047
4601,Hoffman's two-toed sloth,least_concern,5.524,63.915,0.796,6.118
4602,Hoffman's two-toed sloth,least_concern,4.458,62.316,2.127,5.779
4603,Hoffman's two-toed sloth,least_concern,4.577,61.849,3.173,5.255
4604,Hoffman's two-toed sloth,least_concern,6.627,63.774,0.835,5.879
4605,Hoffman's two-toed sloth,least_concern,5.006,64.483,1.075,5.389
4606,Hoffman's two-toed sloth,least_concern,7.259,60.916,2.87,6.328
4607,Hoffman's two-toed sloth,least_concern,5.924,62.191,4.408,6.803
4608,Hoffman's two-toed sloth,least_concern,6.789,63.188,2.335,5.323
4609,Hoffman's two-toed sloth,least_concern,6.423,63.167,1.415,6.568
4610,Hoffman's two-toed sloth,least_concern,5.399,62.922,2.196,4.773
4611,Hoffman's two-toed sloth,least_concern,6.023,63.384,2.202,5.484
4612,Hoffman's two-toed sloth,least_concern,5.254,61.918,3.009,4.487
4613,Hoffman's two-toed sloth,least_concern,7.254,62.932,3.181,5.884
4614,Hoffman's two-toed sloth,least_concern,5.866,64.21,1.57,3.248
4615,Hoffman's two-toed sloth,least_concern,6.384,64.304,2.277,4.64
4616,Hoffman's two-toed sloth,least_concern,5.475,62.675,2.181,6.273
4617,Hoffman's two-toed sloth,least_concern,5.632,63.35,2.148,4.734
4618,Hoffman's two-toed sloth,least_concern,6.973,63.274,2.899,6.797
4619,Hoffman's two-toed sloth,least_concern,4.171,63.633,2.856,5.919
4620,Hoffman's two-toed sloth,least_concern,4.25,61.756,2.019,5.573
4621,Hoffman's two-toed sloth,least_concern,3.763,63.312,1.865,6.176
4622,Hoffman's two-toed sloth,least_concern,6.798,63.572,3.177,7.588
4623,Hoffman's two-toed sloth,least_concern,5.355,63.499,2.793,5.187
4624,Hoffman's two-toed sloth,least_concern,6.134,63.831,2.844,5.839
4625,Hoffman's two-toed sloth,least_concern,7.238,62.837,1.899,5.765
4626,Hoffman's two-toed sloth,least_concern,6.117,64.292,1.086,5.775
4627,Hoffman's two-toed sloth,least_concern,5.17,61.357,1.951,6.062
4628,Hoffman's two-toed sloth,least_concern,6.204,62.558,1.588,6.556
4629,Hoffman's two-toed sloth,least_concern,4.81,61.43,1.846,5.988
4630,Hoffman's two-toed sloth,least_concern,4.815,64.292,3.938,4.973
4631,Hoffman's two-toed sloth,least_concern,5.544,64.958,2.201,7.245
4632,Hoffman's two-toed sloth,least_concern,4.368,62.661,3.672,5.763
4633,Hoffman's two-toed sloth,least_concern,6.04,63.803,2.411,3.932
4634,Hoffman's two-toed sloth,least_concern,5.79,62.691,2.218,7.123
4635,Hoffman's two-toed sloth,least_concern,7.087,66.021,1.563,5.779
4636,Hoffman's two-toed sloth,least_concern,5.628,64.609,0.071,6.018
4637,Hoffman's two-toed sloth,least_concern,5.414,63.004,2.94,5.834
4638,Hoffman's two-toed sloth,least_concern,7.67,64.443,0.913,6.834
4639,Hoffman's two-toed sloth,least_concern,5.923,63.912,2.001,3.085
4640,Hoffman's two-toed sloth,least_concern,5.533,64.021,1.067,5.46
4641,Hoffman's two-toed sloth,least_concern,6.313,63.867,1.303,6.677
4642,Hoffman's two-toed sloth,least_concern,6.578,64.56,2.542,6.214
4643,Hoffman's two-toed sloth,least_concern,5.448,65.154,2.388,5.503
4644,Hoffman's two-toed sloth,least_concern,4.84,63.832,0.093,6.213
4645,Hoffman's two-toed sloth,least_concern,5.164,62.805,2.045,8.351
4646,Hoffman's two-toed sloth,least_concern,5.419,62.556,2.419,5.314
4647,Hoffman's two-toed sloth,least_concern,7.245,62.798,0.525,4.183
4648,Hoffman's two-toed sloth,least_concern,6.308,62.338,3.35,6.851
4649,Hoffman's two-toed sloth,least_concern,5.809,61.218,3.262,5.062
4650,Hoffman's two-toed sloth,least_concern,4.292,64.593,2.672,5.489
4651,Hoffman's two-toed sloth,least_concern,7.602,62.24,1.173,6.021
4652,Hoffman's two-toed sloth,least_concern,6.005,64.04,4.492,4.701
4653,Hoffman's two-toed sloth,least_concern,5.884,64.192,2.055,4.131
4654,Hoffman's two-toed sloth,least_concern,6.29,64.307,2.499,5.577
4655,Hoffman's two-toed sloth,least_concern,7.961,63.526,1.202,5.326
4656,Hoffman's two-toed sloth,least_concern,5.301,64.344,4.085,6.138
4657,Hoffman's two-toed sloth,least_concern,3.204,62.874,3.102,4.254
4658,Hoffman's two-toed sloth,least_concern,6.973,64.306,2.405,6.815
4659,Hoffman's two-toed sloth,least_concern,6.146,63.922,4.168,5.164
4660,Hoffman's two-toed sloth,least_concern,4.322,61.345,0.915,5.426
4661,Hoffman's two-toed sloth,least_concern,5.296,63.562,2.317,6.922
4662,Hoffman's two-toed sloth,least_concern,3.777,64.823,3.802,6.148
4663,Hoffman's two-toed sloth,least_concern,5.864,63.349,3.401,5.127
4664,Hoffman's two-toed sloth,least_concern,5.868,62.96,2.973,5.701
4665,Hoffman's two-toed sloth,least_concern,6.656,61.81,2.771,5.893
4666,Hoffman's two-toed sloth,least_concern,4.073,63.89,0.945,6.067
4667,Hoffman's two-toed sloth,least_concern,6.588,62.614,2.367,7.523
4668,Hoffman's two-toed sloth,least_concern,6.867,62.305,3.204,5.474
4669,Hoffman's two-toed sloth,least_concern,4.272,61.478,3.273,5.595
4670,Hoffman's two-toed sloth,least_concern,5.984,63.486,2.336,6.337
4671,Hoffman's two-toed sloth,least_concern,5.181,64.339,2.06,6.856
4672,Hoffman's two-toed sloth,least_concern,6.02,64.545,1.218,6.428
4673,Hoffman's two-toed sloth,least_concern,7.529,62.3,2.536,6.253
4674,Hoffman's two-toed sloth,least_concern,6.26,62.789,2.867,3.907
4675,Hoffman's two-toed sloth,least_concern,6.361,61.662,2.731,7.462
4676,Hoffman's two-toed sloth,least_concern,6.512,62.75,0.866,4.403
4677,Hoffman's two-toed sloth,least_concern,6.483,62.438,2.379,5.047
4678,Hoffman's two-toed sloth,least_concern,6.375,61.521,2.007,4.58
4679,Hoffman's two-toed sloth,least_concern,5.102,62.095,1.688,5.792
4680,Hoffman's two-toed sloth,least_concern,5.126,61.857,1.988,6.735
4681,Hoffman's two-toed sloth,least_concern,6.336,62.207,3.196,3.746
4682,Hoffman's two-toed sloth,least_concern,5.669,60.886,3.435,3.528
4683,Hoffman's two-toed sloth,least_concern,6.554,64.322,4.176,5.652
4684,Hoffman's two-toed sloth,least_concern,4.723,61.1,1.839,6.36
